id, NormalizedVDWVD1075, PolarityD3025, ChargeD3075, PolarityD3100, SecondaryStrT2373.992,73.713,26.008,99.722,99.722
72.774,75.685,25.942,98.887,98.887
69.452,75.718,19.582,99.217,99.217
69.452,75.457,19.582,99.217,99.217
70.13,75.065,19.221,100.0,100.0
77.237,70.33,27.473,93.407,92.622
73.633,75.132,25.485,97.884,97.884
72.672,75.69,26.207,97.931,97.759
72.53,75.997,26.69,99.913,98.873
75.54,76.115,22.878,98.705,98.705
71.711,74.671,25.905,99.836,99.836
70.332,73.497,25.87,99.842,99.842
73.09,74.917,24.086,98.007,98.007
73.412,74.275,26.275,99.216,99.216
72.232,76.274,24.868,97.891,97.715
73.362,76.157,24.716,99.476,99.476
72.056,76.538,25.22,97.891,97.715
73.111,76.274,26.186,97.891,97.715
72.671,76.274,25.22,97.891,97.715
76.453,73.983,22.093,97.674,97.674
76.054,73.343,25.753,99.699,99.699
76.054,73.343,25.602,99.699,99.699
73.638,73.49,22.975,98.822,98.822
78.667,72.296,25.185,94.519,94.519
76.899,71.044,29.43,92.563,92.563
76.145,71.09,30.016,92.575,92.575
77.057,71.044,28.797,92.563,92.563
76.726,72.552,29.213,92.456,92.456
76.935,70.616,30.016,99.21,99.21
76.935,70.616,30.648,92.575,92.575
76.935,70.616,30.648,92.575,92.575
77.093,70.616,30.648,92.575,92.575
74.955,68.421,27.042,99.456,99.456
77.41,74.101,25.324,95.54,95.54
78.416,75.776,23.758,98.913,98.913
74.54,77.147,22.853,98.773,98.773
74.54,76.84,22.853,98.773,98.773
74.654,76.19,22.888,98.925,98.925
74.671,75.988,24.597,98.829,98.829
76.741,74.222,18.37,98.815,98.815
75.581,73.983,23.401,98.837,98.837
70.85,72.549,28.758,100.0,100.0
74.831,75.085,24.068,98.136,98.136
74.831,75.169,24.068,98.136,98.136
74.49,73.907,22.303,98.688,98.688
75.852,74.963,22.963,98.815,98.815
77.158,72.643,28.021,100.0,100.0
75.146,73.684,25.0,99.708,99.708
75.439,72.807,24.561,99.708,99.708
72.893,75.358,23.529,98.649,98.649
78.267,71.512,28.928,99.119,99.119
75.039,72.913,24.961,98.74,98.74
73.211,74.483,24.404,98.728,98.728
74.394,73.443,22.145,100.0,100.0
74.283,73.675,22.415,99.479,97.48
70.871,74.369,23.596,98.047,98.047
72.134,75.717,26.592,99.124,99.124
74.4,73.44,26.8,99.2,98.0
74.19,75.187,30.673,99.751,99.751
72.595,74.778,27.728,99.192,97.979
73.777,73.376,24.779,99.599,99.599
74.668,74.186,22.919,99.759,99.759
76.418,72.537,23.955,100.0,100.0
73.591,75.668,22.552,98.813,98.813
74.087,75.565,26.261,97.913,97.652
74.087,75.565,26.261,97.913,97.652
74.087,75.565,26.261,97.913,97.652
74.0,75.304,26.261,97.913,97.652
73.616,75.433,27.422,97.924,97.837
74.315,74.743,22.86,97.945,97.86
72.617,75.39,27.123,97.92,97.054
72.86,74.914,24.315,97.945,97.86
75.344,73.54,25.773,100.0,100.0
72.615,73.385,22.615,99.385,99.385
70.018,73.986,25.75,100.0,100.0
74.641,73.445,26.396,98.963,97.767
77.093,70.616,30.648,92.575,92.575
76.935,70.616,29.384,92.575,92.575
77.409,70.142,29.384,92.575,92.575
76.726,73.034,28.09,92.456,92.456
76.935,71.09,29.384,96.998,96.998
76.935,70.616,30.016,92.575,92.575
76.935,70.616,30.016,92.575,92.575
76.935,70.616,30.648,92.575,92.575
76.935,70.616,30.648,92.575,92.575
77.476,71.725,26.837,92.492,88.978
77.409,70.142,30.016,92.575,92.575
76.935,70.616,30.648,92.575,92.575
77.445,69.243,28.864,92.587,92.587
74.244,74.417,28.09,98.099,98.099
72.195,73.333,29.268,100.0,100.0
74.886,74.277,18.721,98.326,98.326
76.667,74.394,22.424,98.636,98.636
72.159,73.377,29.627,100.0,100.0
75.074,75.668,23.145,98.368,98.368
74.33,73.725,27.917,98.099,98.099
73.034,74.417,27.226,99.914,99.914
75.415,74.51,27.753,98.492,98.492
76.676,74.927,23.469,99.125,99.125
75.415,74.51,27.602,98.492,98.492
74.227,73.638,23.27,95.287,95.287
75.291,74.855,23.692,97.674,97.674
75.291,75.581,23.692,97.674,97.674
75.291,74.855,23.692,97.674,97.674
72.207,75.838,29.19,100.0,100.0
77.409,70.142,30.016,92.575,92.575
77.409,70.142,30.016,92.575,92.575
76.726,73.034,29.213,92.456,92.456
76.849,72.508,29.582,92.444,92.444
75.923,73.034,28.09,92.456,92.456
76.935,70.616,30.648,92.575,92.575
73.269,75.192,21.346,100.0,100.0
77.138,71.073,29.86,98.445,98.445
75.347,73.264,27.315,99.884,99.884
75.276,72.238,31.906,100.0,100.0
74.213,74.409,25.787,98.622,98.622
73.713,75.096,26.057,98.616,98.616
73.773,74.693,25.613,98.62,98.62
71.441,76.007,25.515,98.836,98.836
68.939,64.394,31.818,95.455,95.455
74.79,71.429,29.412,99.16,99.16
79.675,60.976,28.455,95.935,95.935
72.444,74.815,26.37,99.704,99.704
73.548,80.0,22.258,89.677,89.677
74.591,75.334,28.529,98.96,98.96
74.032,73.944,29.225,98.063,98.063
73.533,71.65,27.243,99.889,99.889
73.138,73.891,24.1,97.155,97.155
73.283,73.199,24.121,97.152,97.152
74.773,72.135,24.237,97.774,97.197
74.483,73.534,24.828,97.069,97.069
74.483,73.534,24.828,97.069,97.069
72.861,73.898,26.88,97.061,97.061
72.688,73.898,27.139,97.061,97.061
74.51,73.402,27.11,97.101,97.101
74.129,72.803,26.368,97.181,97.181
73.898,72.627,24.407,97.119,97.119
73.743,73.402,27.366,97.698,97.101
73.81,72.959,26.446,97.704,97.109
73.752,74.182,27.022,97.074,97.074
72.337,73.625,27.32,97.079,97.079
72.342,76.664,25.238,97.926,97.753
73.765,72.487,26.917,97.104,97.104
73.935,72.913,26.917,97.104,97.104
73.92,73.256,26.744,97.176,97.176
73.311,74.312,24.937,97.164,97.164
74.361,73.169,26.32,97.104,97.104
73.657,73.402,27.28,97.698,97.101
74.802,74.934,21.24,96.306,96.306
75.467,72.727,29.514,95.392,95.392
74.922,76.176,23.197,99.687,99.687
73.482,73.738,24.636,97.092,97.092
75.397,72.222,26.984,95.238,95.238
78.228,69.97,27.778,92.943,92.943
70.385,75.0,18.846,99.615,99.615
71.893,73.669,22.189,99.112,99.112
71.893,73.669,22.189,99.112,99.112
73.486,75.37,23.957,98.923,98.923
72.982,73.558,24.3,97.199,97.199
76.577,74.474,22.973,100.0,100.0
73.753,75.066,29.134,98.688,98.688
75.262,73.077,27.71,100.0,100.0
69.919,73.577,23.577,99.593,99.593
