d21707e1020060dd781546c7fcc1b427	a8e409416c4a2be4c4209fc293dc875e	27.490	251	166	8	53	293	70	314	9.66e-24	97.8
d21707e1020060dd781546c7fcc1b427	1dd3ba9ade6ef93489f73db2e8a2fa0e	28.774	212	140	6	53	259	70	275	1.05e-23	97.8
d21707e1020060dd781546c7fcc1b427	91885cde51cfcb807786b52b10fbc385	27.092	251	167	8	53	293	70	314	1.33e-23	97.4
d21707e1020060dd781546c7fcc1b427	534767296a165f1bb94503ae088aa829	28.302	212	141	6	53	259	70	275	1.52e-23	97.4
d21707e1020060dd781546c7fcc1b427	a1d031c08ac539ebfc4e0d010c39f1c7	28.774	212	140	6	53	259	70	275	1.74e-23	97.1
d21707e1020060dd781546c7fcc1b427	9bcb930d6b7122d7bcf60044ad4fd33c	28.774	212	140	6	53	259	70	275	1.75e-23	97.1
d21707e1020060dd781546c7fcc1b427	826f89061fc1eff62f20b65b5fb0a06d	27.490	251	166	8	53	293	70	314	2.22e-23	96.7
d21707e1020060dd781546c7fcc1b427	8a233c8d20cb942741da64a771d2a19c	27.490	251	166	8	53	293	70	314	2.24e-23	96.7
d21707e1020060dd781546c7fcc1b427	63e9405c5defe6c727764e092dba0d80	28.302	212	141	6	53	259	70	275	2.32e-23	96.7
d21707e1020060dd781546c7fcc1b427	3e4dca19c23f088ed9b761294ca69231	27.490	251	166	8	53	293	70	314	2.44e-23	96.7
d21707e1020060dd781546c7fcc1b427	5ac4e65e8cff8bc5a6f8d1c94c90ee14	27.490	251	166	8	53	293	70	314	2.47e-23	96.7
d21707e1020060dd781546c7fcc1b427	c36c82913ec9d8b314b02f4311719cd8	27.490	251	166	8	53	293	70	314	2.49e-23	96.7
d21707e1020060dd781546c7fcc1b427	67a40188e50e6aa838372f8bd4643efc	27.490	251	166	8	53	293	70	314	2.51e-23	96.7
d21707e1020060dd781546c7fcc1b427	9977159b1ec16ea1535a5c02f6de090a	27.490	251	166	8	53	293	70	314	2.53e-23	96.7
d21707e1020060dd781546c7fcc1b427	2c15f0d3fd58fe253813afc2528658a7	28.774	212	140	6	53	259	70	275	2.55e-23	96.7
d21707e1020060dd781546c7fcc1b427	d52ac876dfc83492bc6f8779568335ef	27.490	251	166	8	53	293	70	314	2.58e-23	96.7
d21707e1020060dd781546c7fcc1b427	eee7910e8c9e8469fa4ee4f5d8b3bc25	27.490	251	166	8	53	293	70	314	2.58e-23	96.7
d21707e1020060dd781546c7fcc1b427	87907b4d82a6d7a9de92767d59840472	27.490	251	166	8	53	293	70	314	2.74e-23	96.7
d21707e1020060dd781546c7fcc1b427	db58dc24bc6b22bb4c217960a2630cff	27.490	251	166	8	53	293	70	314	2.91e-23	96.3
d21707e1020060dd781546c7fcc1b427	a999b2e2ad5f344069e0ca4ec20cdb7d	27.490	251	166	8	53	293	70	314	2.94e-23	96.3
d21707e1020060dd781546c7fcc1b427	59ca473c569498f510167fcb7e308197	27.490	251	166	8	53	293	70	314	2.96e-23	96.3
d21707e1020060dd781546c7fcc1b427	60af3dcabe0c2b722d4c08fe115e4890	27.490	251	166	8	53	293	70	314	3.09e-23	96.3
d21707e1020060dd781546c7fcc1b427	7df21268708dcdde14eace96df5e74bb	27.490	251	166	8	53	293	70	314	3.12e-23	96.3
d21707e1020060dd781546c7fcc1b427	56ec0b26acb4350dc8e3fb7b163d4cad	27.490	251	166	8	53	293	70	314	3.32e-23	96.3
d21707e1020060dd781546c7fcc1b427	b81c08692681036bebb379284cebef0d	27.490	251	166	8	53	293	70	314	3.32e-23	96.3
d21707e1020060dd781546c7fcc1b427	e139ed4bba27d3b2396f7d4a5f1f7824	27.490	251	166	8	53	293	70	314	3.38e-23	96.3
d21707e1020060dd781546c7fcc1b427	eb9abce02aa4fd4f67d982038fbbeafc	27.490	251	166	8	53	293	70	314	4.63e-23	95.9
d21707e1020060dd781546c7fcc1b427	512ada58acc5f224ad87b4a15b40749d	28.302	212	141	6	53	259	70	275	6.74e-23	95.1
d21707e1020060dd781546c7fcc1b427	d5158bc540ac229a35b62f08e71bca04	28.302	212	141	6	53	259	70	275	7.23e-23	95.1
d21707e1020060dd781546c7fcc1b427	cacdce25ac22df9e0777f91318865341	27.490	251	166	8	53	293	70	314	9.23e-23	94.7
d21707e1020060dd781546c7fcc1b427	bbeee78c462cd156c99c76158ac85e98	27.490	251	166	8	53	293	70	314	9.56e-23	94.7
d21707e1020060dd781546c7fcc1b427	c7296c1997f8cd191b5af53a20f7df14	27.092	251	167	8	53	293	70	314	2.11e-22	93.6
d21707e1020060dd781546c7fcc1b427	57a97532d9e54ade822c54bce1ffadb8	27.092	251	167	8	53	293	70	314	2.17e-22	93.6
d21707e1020060dd781546c7fcc1b427	cb6c8bcf0f49d54fb5e35fc7b55a91b3	27.092	251	167	8	53	293	70	314	2.92e-22	93.2
d21707e1020060dd781546c7fcc1b427	d36ce5290b2eea604bcadab3837d2d24	27.404	208	141	5	73	275	89	291	3.33e-22	93.2
d21707e1020060dd781546c7fcc1b427	02212edc777c588b7607edaa07852650	27.404	208	141	5	73	275	89	291	4.18e-22	92.8
d21707e1020060dd781546c7fcc1b427	e7f9d92ddbe8be1db07813900378bc80	27.404	208	141	5	73	275	89	291	4.38e-22	92.8
d21707e1020060dd781546c7fcc1b427	82fd0f5bf7b795cea0d7b2ec31728153	27.830	212	142	6	53	259	70	275	4.81e-22	92.4
d21707e1020060dd781546c7fcc1b427	bd927a093160f7e547ed179945a1652b	28.302	212	141	6	53	259	97	302	5.23e-22	92.4
d21707e1020060dd781546c7fcc1b427	d6084bee7a5c13e1edfd229e68b1ff0a	27.830	212	142	6	53	259	70	275	6.94e-22	92.0
d21707e1020060dd781546c7fcc1b427	d6084bee7a5c13e1edfd229e68b1ff0a	25.641	117	78	4	520	630	533	646	0.96	23.9
d21707e1020060dd781546c7fcc1b427	433143090dc99512a8d5a786b2f49274	27.092	251	167	8	53	293	70	314	7.96e-22	92.0
d21707e1020060dd781546c7fcc1b427	d7838aeafa54ac6efe3a738f4b2a5d95	26.415	212	145	6	53	259	70	275	3.54e-21	89.7
d21707e1020060dd781546c7fcc1b427	d7838aeafa54ac6efe3a738f4b2a5d95	25.641	117	78	4	520	630	533	646	0.84	24.3
d21707e1020060dd781546c7fcc1b427	4be7a527d4553d6f298cd52a199dbf4e	26.437	174	121	4	53	225	70	237	2.73e-17	77.4
